"x"
"LumB"
"LumA"
"LumA"
"Basal"
"LumA"
"LumA"
"LumB"
"LumB"
"Normal"
"LumA"
"LumB"
"LumA"
"LumB"
"Her2"
"LumA"
"LumA"
"LumA"
"LumA"
"LumA"
"Basal"
"LumA"
"LumA"
"Her2"
"LumA"
"LumA"
"LumA"
"Her2"
"LumA"
"Basal"
"Basal"
"LumA"
"LumA"
"LumA"
"LumA"
"LumA"
"LumB"
"LumA"
"Basal"
"LumA"
"Basal"
"Basal"
"LumB"
"LumA"
"LumA"
"LumA"
"LumB"
"Basal"
"LumB"
"LumA"
"LumB"
"Her2"
"LumB"
"LumA"
"LumA"
"LumA"
"Her2"
"Normal"
"Basal"
"LumA"
"Her2"
"LumA"
"LumB"
"LumA"
"Her2"
"LumB"
"LumA"
"LumB"
"LumA"
"LumA"
"LumA"
